line_no,p,B_size,B,trace_depth,state_label,span,i,j,initial_E,initial_P,initial_L,status,escape_depth,path,final_E,final_P,final_L,final_phi,nodes,best_phi,best_depth
41972,29,7,1 6 13 18 19 24 26,2,after_1,7,13,20,1,1,7,escaped,1,"(7,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
41977,29,7,1 2 9 13 16 18 26,3,after_2,6,7,13,1,1,6,escaped,1,"(10,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
41978,29,7,1 4 9 13 16 18 26,2,after_1,8,10,18,1,1,8,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41979,29,7,1 8 9 13 16 18 26,2,after_1,8,10,18,1,1,8,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41985,29,7,1 4 6 9 13 18 26,2,after_1,12,6,18,1,1,12,escaped,1,"(2,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41986,29,7,1 6 8 9 13 18 26,2,after_1,12,6,18,1,1,12,escaped,1,"(2,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41990,29,7,1 4 9 12 13 18 26,2,after_1,19,1,20,1,1,19,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41991,29,7,1 8 9 12 13 18 26,2,after_1,19,1,20,1,1,19,escaped,1,"(0,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
41992,29,7,1 9 12 13 16 18 26,2,after_1,7,5,12,1,1,7,escaped,1,"(3,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41993,29,7,1 3 9 12 13 18 26,2,after_1,4,6,10,1,1,4,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41994,29,7,1 6 9 12 13 18 26,2,after_1,18,1,19,1,1,18,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41998,29,7,1 9 13 16 18 24 26,2,after_1,3,15,18,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42001,29,7,1 9 12 13 18 24 26,2,after_1,7,6,13,1,1,7,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42005,29,7,1 9 13 16 18 19 26,2,after_1,13,5,18,1,1,13,escaped,1,"(3,1,5)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42006,29,7,1 3 9 13 18 19 26,2,after_1,4,7,11,1,1,4,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42016,29,7,1 3 4 7 8 13 26,2,after_1,9,9,18,1,1,9,escaped,1,"(8,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42018,29,7,1 3 4 7 13 16 26,2,after_1,15,3,18,1,1,15,escaped,1,"(0,1,4)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
42019,29,7,1 3 7 8 13 16 26,2,after_1,7,11,18,1,1,7,escaped,1,"(12,1,10)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42022,29,7,1 4 6 7 8 13 26,2,after_1,3,14,17,1,1,3,escaped,1,"(9,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42026,29,7,1 2 3 6 7 13 26,2,after_1,7,14,21,1,1,7,escaped,1,"(9,1,14)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42033,29,7,1 2 7 12 13 16 26,2,after_1,6,9,15,1,1,6,escaped,1,"(7,1,9)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42034,29,7,1 4 7 12 13 16 26,2,after_1,12,2,14,1,1,12,escaped,1,"(6,1,1)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
42035,29,7,1 7 8 12 13 16 26,2,after_1,3,10,13,1,1,3,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42041,29,7,1 4 6 7 12 13 26,2,after_1,18,2,20,1,1,18,escaped,1,"(0,1,2)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
42042,29,7,1 6 7 8 12 13 26,2,after_1,18,2,20,1,1,18,escaped,1,"(1,1,2)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42043,29,7,1 6 7 12 13 16 26,2,after_1,3,10,13,1,1,3,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42045,29,7,1 2 4 7 13 24 26,2,after_1,3,4,7,1,1,3,escaped,1,"(4,1,0)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42046,29,7,1 2 7 8 13 24 26,2,after_1,3,4,7,1,1,3,escaped,1,"(4,1,0)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42048,29,7,1 2 7 13 16 24 26,2,after_1,3,9,12,1,1,3,escaped,1,"(7,1,9)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42051,29,7,1 2 3 7 13 24 26,2,after_1,13,3,16,1,1,13,escaped,1,"(0,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42059,29,7,1 3 6 7 13 24 26,2,after_1,14,2,16,1,1,14,escaped,1,"(1,1,2)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42061,29,7,1 4 7 12 13 24 26,2,after_1,12,6,18,1,1,12,escaped,1,"(0,1,6)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
42062,29,7,1 7 8 12 13 24 26,2,after_1,12,6,18,1,1,12,escaped,1,"(0,1,16)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
42063,29,7,1 7 12 13 16 24 26,2,after_1,6,12,18,1,1,6,escaped,1,"(9,2,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42064,29,7,1 3 7 12 13 24 26,2,after_1,18,3,21,1,1,18,escaped,1,"(0,1,3)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
42066,29,7,1 2 4 7 13 19 26,2,after_1,15,4,19,1,1,15,escaped,1,"(0,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
42067,29,7,1 2 7 8 13 19 26,2,after_1,15,4,19,1,1,15,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42071,29,7,1 7 8 13 16 19 26,2,after_1,8,12,20,1,1,8,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42072,29,7,1 2 3 7 13 19 26,2,after_1,14,5,19,1,1,14,escaped,1,"(0,1,5)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42073,29,7,1 3 4 7 13 19 26,2,after_1,15,4,19,1,1,15,escaped,1,"(2,1,4)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42074,29,7,1 3 7 8 13 19 26,2,after_1,15,4,19,1,1,15,escaped,1,"(2,1,4)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42076,29,7,1 2 6 7 13 19 26,2,after_1,3,5,8,1,1,3,escaped,1,"(3,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42079,29,7,1 6 7 13 16 19 26,2,after_1,3,15,18,1,1,3,escaped,1,"(14,1,15)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42080,29,7,1 3 6 7 13 19 26,2,after_1,19,2,21,1,1,19,escaped,1,"(1,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42081,29,7,1 2 7 12 13 19 26,2,after_1,9,1,10,1,1,9,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42082,29,7,1 4 7 12 13 19 26,2,after_1,14,7,21,1,1,14,escaped,1,"(1,1,19)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42083,29,7,1 7 8 12 13 19 26,2,after_1,14,7,21,1,1,14,escaped,1,"(1,1,19)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42084,29,7,1 7 12 13 16 19 26,2,after_1,12,1,13,1,1,12,escaped,1,"(0,1,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42085,29,7,1 3 7 12 13 19 26,2,after_1,17,2,19,1,1,17,escaped,1,"(0,1,2)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
42086,29,7,1 6 7 12 13 19 26,2,after_1,8,4,12,1,1,8,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42088,29,7,1 4 7 13 19 24 26,2,after_1,15,2,17,1,1,15,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42089,29,7,1 7 8 13 19 24 26,2,after_1,15,4,19,1,1,15,escaped,1,"(3,1,4)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42090,29,7,1 7 13 16 19 24 26,2,after_1,13,5,18,1,1,13,escaped,1,"(0,1,5)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
42091,29,7,1 3 7 13 19 24 26,2,after_1,11,6,17,1,1,11,escaped,1,"(3,1,6)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
42093,29,7,1 7 12 13 19 24 26,2,after_1,11,10,21,1,1,11,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42094,29,7,1 2 4 7 9 13 26,2,after_1,7,14,21,1,1,7,escaped,1,"(11,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42095,29,7,1 2 7 8 9 13 26,2,after_1,7,14,21,1,1,7,escaped,1,"(11,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42097,29,7,1 2 7 9 13 16 26,2,after_1,9,11,20,1,1,9,escaped,1,"(9,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42098,29,7,1 4 7 9 13 16 26,2,after_1,7,6,13,1,1,7,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42099,29,7,1 7 8 9 13 16 26,2,after_1,7,6,13,1,1,7,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42107,29,7,1 6 7 9 13 16 26,2,after_1,7,4,11,1,1,7,escaped,1,"(5,1,1)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42112,29,7,1 7 9 12 13 16 26,2,after_1,17,4,21,1,1,17,escaped,1,"(0,1,15)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
42113,29,7,1 3 7 9 12 13 26,2,after_1,3,9,12,1,1,3,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42114,29,7,1 6 7 9 12 13 26,2,after_1,3,8,11,1,1,3,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42116,29,7,1 4 7 9 13 24 26,2,after_1,10,6,16,1,1,10,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42117,29,7,1 7 8 9 13 24 26,2,after_1,10,6,16,1,1,10,escaped,1,"(4,1,6)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42119,29,7,1 3 7 9 13 24 26,2,after_1,19,1,20,1,1,19,escaped,1,"(1,1,20)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42120,29,7,1 6 7 9 13 24 26,2,after_1,7,3,10,1,1,7,escaped,1,"(4,1,2)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42121,29,7,1 7 9 12 13 24 26,2,after_1,3,11,14,1,1,3,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42122,29,7,1 2 7 9 13 19 26,2,after_1,7,14,21,1,1,7,escaped,1,"(13,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42123,29,7,1 4 7 9 13 19 26,2,after_1,20,1,21,1,1,20,escaped,1,"(0,1,1)",1,1,18,"(1, 1, 18)",1,"(1, 1, 18)",1
42124,29,7,1 7 8 9 13 19 26,2,after_1,20,1,21,1,1,20,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42126,29,7,1 3 7 9 13 19 26,2,after_1,10,2,12,1,1,10,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42127,29,7,1 6 7 9 13 19 26,2,after_1,17,2,19,1,1,17,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42129,29,7,1 7 9 13 19 24 26,2,after_1,4,9,13,1,1,4,escaped,1,"(9,2,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42132,29,7,1 4 7 8 13 18 26,2,after_1,7,12,19,1,1,7,escaped,1,"(13,1,11)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42133,29,7,1 2 7 13 16 18 26,3,after_2,19,1,20,1,1,19,escaped,1,"(1,1,20)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42134,29,7,1 4 7 13 16 18 26,2,after_1,15,3,18,1,1,15,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42135,29,7,1 7 8 13 16 18 26,2,after_1,15,3,18,1,1,15,escaped,1,"(1,1,3)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
42136,29,7,1 2 3 7 13 18 26,2,after_1,4,9,13,1,1,4,escaped,1,"(8,1,9)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42137,29,7,1 3 4 7 13 18 26,2,after_1,15,4,19,1,1,15,escaped,1,"(3,1,4)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
42138,29,7,1 3 7 8 13 18 26,2,after_1,15,4,19,1,1,15,escaped,1,"(3,1,4)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
42140,29,7,1 2 6 7 13 18 26,2,after_1,3,6,9,1,1,3,escaped,1,"(3,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42142,29,7,1 6 7 8 13 18 26,2,after_1,7,8,15,1,1,7,escaped,1,"(4,1,8)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42144,29,7,1 3 6 7 13 18 26,2,after_1,3,14,17,1,1,3,escaped,1,"(13,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42146,29,7,1 4 7 12 13 18 26,2,after_1,7,14,21,1,1,7,escaped,1,"(17,1,8)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42147,29,7,1 7 8 12 13 18 26,2,after_1,7,14,21,1,1,7,escaped,1,"(17,1,8)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42148,29,7,1 7 12 13 16 18 26,2,after_1,12,7,19,1,1,12,escaped,1,"(2,1,17)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
42149,29,7,1 3 7 12 13 18 26,2,after_1,7,12,19,1,1,7,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42154,29,7,1 7 13 16 18 24 26,2,after_1,12,9,21,1,1,12,escaped,1,"(5,1,9)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42155,29,7,1 3 7 13 18 24 26,2,after_1,17,3,20,1,1,17,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42156,29,7,1 6 7 13 18 24 26,2,after_1,3,15,18,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42159,29,7,1 4 7 13 18 19 26,2,after_1,7,14,21,1,1,7,escaped,1,"(17,1,12)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
42160,29,7,1 7 8 13 18 19 26,2,after_1,18,3,21,1,1,18,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42162,29,7,1 3 7 13 18 19 26,2,after_1,7,14,21,1,1,7,escaped,1,"(10,1,15)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42163,29,7,1 6 7 13 18 19 26,2,after_1,11,1,12,1,1,11,escaped,1,"(0,1,1)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42164,29,7,1 7 12 13 18 19 26,2,after_1,8,6,14,1,1,8,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42166,29,7,1 4 7 9 13 18 26,2,after_1,13,1,14,1,1,13,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42167,29,7,1 7 8 9 13 18 26,2,after_1,13,1,14,1,1,13,escaped,1,"(0,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
42169,29,7,1 3 7 9 13 18 26,2,after_1,4,6,10,1,1,4,escaped,1,"(6,1,10)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42170,29,7,1 6 7 9 13 18 26,2,after_1,16,1,17,1,1,16,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42172,29,7,1 7 9 13 18 24 26,2,after_1,6,9,15,1,1,6,escaped,1,"(7,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42174,29,7,1 4 8 13 14 16 26,2,after_1,3,11,14,1,1,3,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42175,29,7,1 2 3 4 13 14 26,2,after_1,6,1,7,1,1,6,escaped,1,"(2,1,8)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42176,29,7,1 2 3 8 13 14 26,2,after_1,6,1,7,1,1,6,escaped,1,"(2,1,8)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42181,29,7,1 2 4 6 13 14 26,2,after_1,12,4,16,1,1,12,escaped,1,"(2,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
42182,29,7,1 2 6 8 13 14 26,2,after_1,12,4,16,1,1,12,escaped,1,"(2,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
42183,29,7,1 4 6 8 13 14 26,2,after_1,15,3,18,1,1,15,escaped,1,"(0,1,3)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
42185,29,7,1 4 6 13 14 16 26,2,after_1,3,11,14,1,1,3,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42186,29,7,1 6 8 13 14 16 26,2,after_1,3,11,14,1,1,3,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42187,29,7,1 2 3 6 13 14 26,2,after_1,8,5,13,1,1,8,escaped,1,"(2,1,5)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42191,29,7,1 2 4 12 13 14 26,2,after_1,7,14,21,1,1,7,escaped,1,"(12,1,14)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42192,29,7,1 2 8 12 13 14 26,2,after_1,7,14,21,1,1,7,escaped,1,"(12,1,14)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42193,29,7,1 4 8 12 13 14 26,2,after_1,9,3,12,1,1,9,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42194,29,7,1 2 12 13 14 16 26,2,after_1,4,7,11,1,1,4,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42200,29,7,1 3 12 13 14 16 26,2,after_1,18,1,19,1,1,18,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42202,29,7,1 4 6 12 13 14 26,2,after_1,9,3,12,1,1,9,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42203,29,7,1 6 8 12 13 14 26,2,after_1,9,3,12,1,1,9,escaped,1,"(0,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42204,29,7,1 6 12 13 14 16 26,2,after_1,3,14,17,1,1,3,escaped,1,"(13,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42206,29,7,1 2 4 13 14 24 26,2,after_1,12,6,18,1,1,12,escaped,1,"(8,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42207,29,7,1 2 8 13 14 24 26,2,after_1,12,6,18,1,1,12,escaped,1,"(8,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42208,29,7,1 4 8 13 14 24 26,2,after_1,14,3,17,1,1,14,escaped,1,"(1,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
42213,29,7,1 3 4 13 14 24 26,2,after_1,3,10,13,1,1,3,escaped,1,"(10,2,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42214,29,7,1 3 8 13 14 24 26,2,after_1,3,10,13,1,1,3,escaped,1,"(10,2,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42216,29,7,1 2 6 13 14 24 26,2,after_1,16,1,17,1,1,16,escaped,1,"(0,1,1)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
42217,29,7,1 4 6 13 14 24 26,2,after_1,18,1,19,1,1,18,escaped,1,"(1,1,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42218,29,7,1 6 8 13 14 24 26,2,after_1,14,3,17,1,1,14,escaped,1,"(0,1,3)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
42220,29,7,1 3 6 13 14 24 26,2,after_1,6,5,11,1,1,6,escaped,1,"(6,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42225,29,7,1 3 12 13 14 24 26,2,after_1,4,9,13,1,1,4,escaped,1,"(12,1,6)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42227,29,7,1 2 4 13 14 19 26,3,after_2,20,1,21,1,1,20,escaped,1,"(0,1,1)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
42230,29,7,1 2 13 14 16 19 26,2,after_1,13,2,15,1,1,13,escaped,1,"(0,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42231,29,7,1 4 13 14 16 19 26,2,after_1,7,10,17,1,1,7,escaped,1,"(13,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42232,29,7,1 8 13 14 16 19 26,2,after_1,7,10,17,1,1,7,escaped,1,"(13,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42236,29,7,1 3 13 14 16 19 26,2,after_1,14,7,21,1,1,14,escaped,1,"(1,1,15)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
42240,29,7,1 6 13 14 16 19 26,2,after_1,4,10,14,1,1,4,escaped,1,"(12,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42242,29,7,1 2 12 13 14 19 26,2,after_1,3,5,8,1,1,3,escaped,1,"(3,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42246,29,7,1 3 12 13 14 19 26,2,after_1,5,6,11,1,1,5,escaped,1,"(2,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42249,29,7,1 4 13 14 19 24 26,2,after_1,17,3,20,1,1,17,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42250,29,7,1 8 13 14 19 24 26,2,after_1,17,3,20,1,1,17,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42251,29,7,1 13 14 16 19 24 26,2,after_1,4,8,12,1,1,4,escaped,1,"(7,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
42252,29,7,1 3 13 14 19 24 26,2,after_1,4,13,17,1,1,4,escaped,1,"(15,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42253,29,7,1 6 13 14 19 24 26,2,after_1,9,4,13,1,1,9,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42255,29,7,1 2 4 9 13 14 26,2,after_1,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42256,29,7,1 2 8 9 13 14 26,2,after_1,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42257,29,7,1 4 8 9 13 14 26,2,after_1,16,1,17,1,1,16,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42261,29,7,1 2 3 9 13 14 26,2,after_1,6,10,16,1,1,6,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42262,29,7,1 3 4 9 13 14 26,2,after_1,13,8,21,1,1,13,escaped,1,"(2,1,18)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42263,29,7,1 3 8 9 13 14 26,2,after_1,13,8,21,1,1,13,escaped,1,"(2,1,18)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
42265,29,7,1 2 6 9 13 14 26,2,after_1,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42266,29,7,1 4 6 9 13 14 26,2,after_1,16,1,17,1,1,16,escaped,1,"(0,1,1)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
42267,29,7,1 6 8 9 13 14 26,2,after_1,9,6,15,1,1,9,escaped,1,"(2,1,6)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
42276,29,7,1 2 9 13 14 24 26,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42277,29,7,1 4 9 13 14 24 26,2,after_1,6,7,13,1,1,6,escaped,1,"(10,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42278,29,7,1 8 9 13 14 24 26,2,after_1,6,7,13,1,1,6,escaped,1,"(10,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42280,29,7,1 3 9 13 14 24 26,2,after_1,7,12,19,1,1,7,escaped,1,"(8,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
42281,29,7,1 6 9 13 14 24 26,2,after_1,5,4,9,1,1,5,escaped,1,"(5,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42283,29,7,1 2 9 13 14 19 26,2,after_1,4,8,12,1,1,4,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42284,29,7,1 4 9 13 14 19 26,2,after_1,4,7,11,1,1,4,escaped,1,"(5,1,7)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42285,29,7,1 8 9 13 14 19 26,2,after_1,4,7,11,1,1,4,escaped,1,"(5,1,7)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
42286,29,7,1 9 13 14 16 19 26,2,after_1,18,3,21,1,1,18,escaped,1,"(0,1,15)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
42293,29,7,1 4 8 13 14 18 26,2,after_1,3,14,17,1,1,3,escaped,1,"(9,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
