line_no,p,B_size,B,trace_depth,state_label,span,i,j,initial_E,initial_P,initial_L,status,escape_depth,path,final_E,final_P,final_L,final_phi,nodes,best_phi,best_depth
7844,29,6,1 2 7 18 19 25,2,after_1,14,4,18,1,1,14,escaped,1,"(1,1,4)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
7845,29,6,1 4 7 18 19 25,2,after_1,16,4,20,1,1,16,escaped,1,"(2,1,4)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
7846,29,6,1 7 8 18 19 25,2,after_1,11,9,20,1,1,11,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7847,29,6,1 7 16 18 19 25,2,after_1,16,4,20,1,1,16,escaped,1,"(1,1,4)",1,1,15,"(1, 1, 15)",1,"(1, 1, 15)",1
7850,29,6,1 7 12 18 19 25,2,after_1,18,2,20,1,1,18,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7851,29,6,1 7 18 19 24 25,2,after_1,12,8,20,1,1,12,escaped,1,"(5,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7858,29,6,1 7 9 12 18 25,2,after_1,9,12,21,1,1,9,escaped,1,"(10,1,12)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7859,29,6,1 7 9 18 24 25,2,after_1,11,7,18,1,1,11,escaped,1,"(5,1,7)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
7864,29,6,1 4 8 14 16 25,2,after_1,7,3,10,1,1,7,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7865,29,6,1 2 3 4 14 25,2,after_1,6,2,8,1,1,6,escaped,1,"(4,1,1)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
7866,29,6,1 2 3 8 14 25,2,after_1,6,2,8,1,1,6,escaped,1,"(4,1,1)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
7867,29,6,1 3 4 8 14 25,2,after_1,15,2,17,1,1,15,escaped,1,"(4,1,0)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
7873,29,6,1 4 6 8 14 25,2,after_1,13,1,14,1,1,13,escaped,1,"(0,1,1)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
7877,29,6,1 2 3 6 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7878,29,6,1 3 4 6 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7879,29,6,1 3 6 8 14 25,2,after_1,7,1,8,1,1,7,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7881,29,6,1 2 4 12 14 25,2,after_1,7,6,13,1,1,7,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7882,29,6,1 2 8 12 14 25,2,after_1,7,6,13,1,1,7,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7885,29,6,1 4 12 14 16 25,2,after_1,10,1,11,1,1,10,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7886,29,6,1 8 12 14 16 25,2,after_1,10,1,11,1,1,10,escaped,1,"(8,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7888,29,6,1 3 4 12 14 25,2,after_1,10,4,14,1,1,10,escaped,1,"(6,1,3)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7889,29,6,1 3 8 12 14 25,2,after_1,10,4,14,1,1,10,escaped,1,"(0,1,4)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
7890,29,6,1 3 12 14 16 25,2,after_1,7,1,8,1,1,7,escaped,1,"(6,1,8)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7891,29,6,1 2 6 12 14 25,2,after_1,6,2,8,1,1,6,escaped,1,"(1,1,2)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7894,29,6,1 6 12 14 16 25,2,after_1,7,15,22,1,1,7,escaped,1,"(14,1,15)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7895,29,6,1 3 6 12 14 25,2,after_1,4,12,16,1,1,4,escaped,1,"(15,1,16)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7898,29,6,1 4 8 14 24 25,2,after_1,17,5,22,1,1,17,escaped,1,"(3,1,5)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
7899,29,6,1 2 14 16 24 25,2,after_1,11,10,21,1,1,11,escaped,1,"(5,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7900,29,6,1 4 14 16 24 25,2,after_1,4,12,16,1,1,4,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7901,29,6,1 8 14 16 24 25,2,after_1,4,12,16,1,1,4,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7903,29,6,1 3 4 14 24 25,2,after_1,8,3,11,1,1,8,escaped,1,"(5,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7904,29,6,1 3 8 14 24 25,2,after_1,8,3,11,1,1,8,escaped,1,"(5,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7905,29,6,1 3 14 16 24 25,2,after_1,6,9,15,1,1,6,escaped,1,"(10,1,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7907,29,6,1 4 6 14 24 25,2,after_1,13,2,15,1,1,13,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7908,29,6,1 6 8 14 24 25,2,after_1,13,2,15,1,1,13,escaped,1,"(0,1,2)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7910,29,6,1 3 6 14 24 25,2,after_1,6,8,14,1,1,6,escaped,1,"(5,1,8)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7911,29,6,1 2 12 14 24 25,2,after_1,7,1,8,1,1,7,escaped,1,"(3,1,0)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7912,29,6,1 4 12 14 24 25,2,after_1,19,3,22,1,1,19,escaped,1,"(0,1,3)",1,1,18,"(1, 1, 18)",1,"(1, 1, 18)",1
7913,29,6,1 8 12 14 24 25,2,after_1,19,3,22,1,1,19,escaped,1,"(0,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7916,29,6,1 6 12 14 24 25,2,after_1,4,9,13,1,1,4,escaped,1,"(6,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7922,29,6,1 8 14 16 19 25,3,after_2,7,15,22,1,1,7,escaped,1,"(13,1,15)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7931,29,6,1 3 6 14 19 25,2,after_1,10,6,16,1,1,10,escaped,1,"(5,1,6)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7932,29,6,1 2 12 14 19 25,2,after_1,3,5,8,1,1,3,escaped,1,"(6,2,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7933,29,6,1 4 12 14 19 25,2,after_1,9,5,14,1,1,9,escaped,1,"(12,1,14)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
7934,29,6,1 8 12 14 19 25,2,after_1,10,9,19,1,1,10,escaped,1,"(5,1,16)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
7937,29,6,1 6 12 14 19 25,2,after_1,10,9,19,1,1,10,escaped,1,"(5,1,16)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
7941,29,6,1 14 16 19 24 25,2,after_1,12,4,16,1,1,12,escaped,1,"(1,1,4)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
7944,29,6,1 12 14 19 24 25,2,after_1,9,5,14,1,1,9,escaped,1,"(1,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7945,29,6,1 2 4 9 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7946,29,6,1 2 8 9 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
7948,29,6,1 2 9 14 16 25,2,after_1,9,2,11,1,1,9,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7951,29,6,1 2 3 9 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(10,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7952,29,6,1 3 4 9 14 25,2,after_1,14,2,16,1,1,14,escaped,1,"(1,1,2)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
7953,29,6,1 3 8 9 14 25,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7956,29,6,1 4 6 9 14 25,2,after_1,10,4,14,1,1,10,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7957,29,6,1 6 8 9 14 25,2,after_1,10,4,14,1,1,10,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7961,29,6,1 4 9 12 14 25,2,after_1,12,4,16,1,1,12,escaped,1,"(1,1,4)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
7962,29,6,1 8 9 12 14 25,2,after_1,12,4,16,1,1,12,escaped,1,"(0,1,4)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
7964,29,6,1 3 9 12 14 25,2,after_1,18,3,21,1,1,18,escaped,1,"(2,1,3)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
7968,29,6,1 8 9 14 24 25,2,after_1,15,3,18,1,1,15,escaped,1,"(2,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
7969,29,6,1 9 14 16 24 25,2,after_1,16,1,17,1,1,16,escaped,1,"(0,1,1)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
7970,29,6,1 3 9 14 24 25,2,after_1,14,3,17,1,1,14,escaped,1,"(1,1,3)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7974,29,6,1 4 9 14 19 25,2,after_1,10,9,19,1,1,10,escaped,1,"(4,1,17)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
7975,29,6,1 8 9 14 19 25,2,after_1,10,9,19,1,1,10,escaped,1,"(4,1,17)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
7976,29,6,1 9 14 16 19 25,2,after_1,7,15,22,1,1,7,escaped,1,"(10,1,15)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7977,29,6,1 3 9 14 19 25,2,after_1,8,6,14,1,1,8,escaped,1,"(8,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
7983,29,6,1 4 8 14 18 25,2,after_1,5,12,17,1,1,5,escaped,1,"(8,1,12)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7988,29,6,1 3 4 14 18 25,2,after_1,5,11,16,1,1,5,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7989,29,6,1 3 8 14 18 25,2,after_1,5,11,16,1,1,5,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7992,29,6,1 4 6 14 18 25,2,after_1,5,12,17,1,1,5,escaped,1,"(16,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7993,29,6,1 6 8 14 18 25,2,after_1,5,12,17,1,1,5,escaped,1,"(16,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
7995,29,6,1 3 6 14 18 25,2,after_1,5,12,17,1,1,5,escaped,1,"(10,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7997,29,6,1 4 12 14 18 25,2,after_1,16,4,20,1,1,16,escaped,1,"(1,1,4)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
7998,29,6,1 8 12 14 18 25,2,after_1,16,4,20,1,1,16,escaped,1,"(1,1,4)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
8000,29,6,1 3 12 14 18 25,2,after_1,13,7,20,1,1,13,escaped,1,"(1,1,18)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
8007,29,6,1 6 14 18 24 25,2,after_1,5,11,16,1,1,5,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8013,29,6,1 3 14 18 19 25,2,after_1,9,8,17,1,1,9,escaped,1,"(5,1,8)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8014,29,6,1 6 14 18 19 25,2,after_1,10,11,21,1,1,10,escaped,1,"(5,1,17)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8016,29,6,1 14 18 19 24 25,2,after_1,9,11,20,1,1,9,escaped,1,"(9,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8018,29,6,1 4 9 14 18 25,2,after_1,6,8,14,1,1,6,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8019,29,6,1 8 9 14 18 25,2,after_1,6,8,14,1,1,6,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8020,29,6,1 9 14 16 18 25,2,after_1,7,15,22,1,1,7,escaped,1,"(13,1,15)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8021,29,6,1 3 9 14 18 25,2,after_1,4,8,12,1,1,4,escaped,1,"(9,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8022,29,6,1 6 9 14 18 25,2,after_1,6,8,14,1,1,6,escaped,1,"(10,1,5)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8028,29,6,1 4 7 8 14 25,2,after_1,8,4,12,1,1,8,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8033,29,6,1 3 4 7 14 25,2,after_1,8,6,14,1,1,8,escaped,1,"(8,1,5)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8034,29,6,1 3 7 8 14 25,2,after_1,8,6,14,1,1,8,escaped,1,"(7,1,5)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8035,29,6,1 3 7 14 16 25,2,after_1,5,1,6,1,1,5,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8038,29,6,1 6 7 8 14 25,2,after_1,7,9,16,1,1,7,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8039,29,6,1 6 7 14 16 25,2,after_1,9,1,10,1,1,9,escaped,1,"(5,1,0)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8040,29,6,1 3 6 7 14 25,2,after_1,7,9,16,1,1,7,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8044,29,6,1 7 12 14 16 25,3,after_2,13,1,14,1,1,13,escaped,1,"(0,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
8046,29,6,1 6 7 12 14 25,2,after_1,6,10,16,1,1,6,escaped,1,"(4,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8051,29,6,1 3 7 14 24 25,2,after_1,7,8,15,1,1,7,escaped,1,"(6,1,8)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
8055,29,6,1 4 7 14 19 25,2,after_1,10,1,11,1,1,10,escaped,1,"(0,1,1)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
8056,29,6,1 7 8 14 19 25,2,after_1,10,1,11,1,1,10,escaped,1,"(8,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8059,29,6,1 6 7 14 19 25,2,after_1,17,2,19,1,1,17,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8066,29,6,1 3 7 9 14 25,2,after_1,7,6,13,1,1,7,escaped,1,"(9,1,13)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8067,29,6,1 6 7 9 14 25,2,after_1,10,6,16,1,1,10,escaped,1,"(2,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8068,29,6,1 7 9 12 14 25,2,after_1,7,5,12,1,1,7,escaped,1,"(4,1,5)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
8069,29,6,1 7 9 14 24 25,2,after_1,11,9,20,1,1,11,escaped,1,"(6,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8070,29,6,1 7 9 14 19 25,2,after_1,4,10,14,1,1,4,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8071,29,6,1 2 7 14 18 25,2,after_1,14,6,20,1,1,14,escaped,1,"(3,1,6)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8072,29,6,1 4 7 14 18 25,2,after_1,5,11,16,1,1,5,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8075,29,6,1 3 7 14 18 25,2,after_1,5,11,16,1,1,5,escaped,1,"(14,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8076,29,6,1 6 7 14 18 25,2,after_1,9,10,19,1,1,9,escaped,1,"(7,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8077,29,6,1 7 12 14 18 25,2,after_1,19,2,21,1,1,19,escaped,1,"(1,1,2)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
8079,29,6,1 7 14 18 19 25,2,after_1,7,3,10,1,1,7,escaped,1,"(2,2,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8081,29,6,1 2 4 8 25 28,2,after_1,3,7,10,1,1,3,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8082,29,6,1 2 4 16 25 28,2,after_1,6,11,17,1,1,6,escaped,1,"(9,1,11)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8083,29,6,1 2 8 16 25 28,2,after_1,6,11,17,1,1,6,escaped,1,"(9,1,11)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8085,29,6,1 2 3 4 25 28,2,after_1,11,6,17,1,1,11,escaped,1,"(7,1,4)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8086,29,6,1 2 3 8 25 28,2,after_1,10,2,12,1,1,10,escaped,1,"(11,1,12)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8093,29,6,1 4 6 8 25 28,2,after_1,14,2,16,1,1,14,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8098,29,6,1 3 4 6 25 28,2,after_1,5,4,9,1,1,5,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8100,29,6,1 3 6 16 25 28,3,after_2,12,3,15,1,1,12,escaped,1,"(10,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
8103,29,6,1 4 8 12 25 28,2,after_1,6,2,8,1,1,6,escaped,1,"(3,1,14)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8107,29,6,1 2 3 12 25 28,2,after_1,13,4,17,1,1,13,escaped,1,"(1,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
8109,29,6,1 3 8 12 25 28,2,after_1,14,4,18,1,1,14,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8115,29,6,1 3 6 12 25 28,2,after_1,14,4,18,1,1,14,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8120,29,6,1 4 16 24 25 28,2,after_1,11,9,20,1,1,11,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8121,29,6,1 8 16 24 25 28,2,after_1,11,9,20,1,1,11,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8122,29,6,1 2 3 24 25 28,2,after_1,11,7,18,1,1,11,escaped,1,"(2,1,7)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
8125,29,6,1 3 16 24 25 28,2,after_1,6,3,9,1,1,6,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8127,29,6,1 4 6 24 25 28,2,after_1,10,2,12,1,1,10,escaped,1,"(3,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
8128,29,6,1 6 8 24 25 28,2,after_1,10,2,12,1,1,10,escaped,1,"(0,1,2)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
8130,29,6,1 3 6 24 25 28,2,after_1,14,1,15,1,1,14,escaped,1,"(0,1,1)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
8138,29,6,1 2 8 19 25 28,3,after_2,21,1,22,1,1,21,escaped,1,"(0,1,1)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
8140,29,6,1 2 16 19 25 28,2,after_1,19,3,22,1,1,19,escaped,1,"(0,1,20)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
8153,29,6,1 4 12 19 25 28,2,after_1,15,5,20,1,1,15,escaped,1,"(3,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8154,29,6,1 8 12 19 25 28,2,after_1,15,5,20,1,1,15,escaped,1,"(0,1,17)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
8156,29,6,1 3 12 19 25 28,2,after_1,12,2,14,1,1,12,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8158,29,6,1 2 19 24 25 28,2,after_1,3,9,12,1,1,3,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8159,29,6,1 4 19 24 25 28,2,after_1,4,7,11,1,1,4,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8160,29,6,1 8 19 24 25 28,2,after_1,4,7,11,1,1,4,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8161,29,6,1 16 19 24 25 28,2,after_1,9,6,15,1,1,9,escaped,1,"(5,1,6)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8163,29,6,1 6 19 24 25 28,2,after_1,10,12,22,1,1,10,escaped,1,"(11,1,12)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
8164,29,6,1 12 19 24 25 28,2,after_1,15,6,21,1,1,15,escaped,1,"(0,1,6)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
8167,29,6,1 4 8 9 25 28,2,after_1,3,5,8,1,1,3,escaped,1,"(5,2,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8172,29,6,1 3 4 9 25 28,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8173,29,6,1 3 8 9 25 28,2,after_1,6,7,13,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8175,29,6,1 2 6 9 25 28,2,after_1,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8182,29,6,1 8 9 12 25 28,3,after_2,15,2,17,1,1,15,escaped,1,"(3,1,0)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8186,29,6,1 2 9 24 25 28,2,after_1,12,6,18,1,1,12,escaped,1,"(4,1,6)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8189,29,6,1 9 16 24 25 28,2,after_1,3,5,8,1,1,3,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8194,29,6,1 4 9 19 25 28,2,after_1,19,1,20,1,1,19,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8195,29,6,1 8 9 19 25 28,2,after_1,19,1,20,1,1,19,escaped,1,"(0,1,1)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
8197,29,6,1 3 9 19 25 28,2,after_1,10,6,16,1,1,10,escaped,1,"(4,1,6)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
8198,29,6,1 6 9 19 25 28,2,after_1,12,2,14,1,1,12,escaped,1,"(0,1,2)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
8209,29,6,1 3 8 18 25 28,3,after_2,5,12,17,1,1,5,escaped,1,"(10,1,12)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
8216,29,6,1 2 12 18 25 28,3,after_2,14,4,18,1,1,14,escaped,1,"(0,1,4)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8235,29,6,1 12 18 19 25 28,2,after_1,7,11,18,1,1,7,escaped,1,"(13,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8252,29,6,1 2 3 7 25 28,2,after_1,11,5,16,1,1,11,escaped,1,"(13,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8257,29,6,1 4 6 7 25 28,2,after_1,10,7,17,1,1,10,escaped,1,"(6,1,7)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8258,29,6,1 6 7 8 25 28,2,after_1,10,7,17,1,1,10,escaped,1,"(6,1,7)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8261,29,6,1 2 7 12 25 28,3,after_2,3,9,12,1,1,3,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8266,29,6,1 6 7 12 25 28,2,after_1,21,1,22,1,1,21,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8270,29,6,1 7 16 24 25 28,2,after_1,11,10,21,1,1,11,escaped,1,"(4,1,10)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8271,29,6,1 3 7 24 25 28,2,after_1,7,12,19,1,1,7,escaped,1,"(11,1,12)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
8273,29,6,1 7 12 24 25 28,2,after_1,6,3,9,1,1,6,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8274,29,6,1 2 7 19 25 28,2,after_1,3,7,10,1,1,3,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
8275,29,6,1 4 7 19 25 28,2,after_1,6,2,8,1,1,6,escaped,1,"(5,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8276,29,6,1 7 8 19 25 28,2,after_1,6,2,8,1,1,6,escaped,1,"(5,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8277,29,6,1 7 16 19 25 28,2,after_1,6,3,9,1,1,6,escaped,1,"(8,1,1)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
8279,29,6,1 6 7 19 25 28,2,after_1,12,2,14,1,1,12,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
